date,Legal action,accident_count,agencies,article,author,byline,cited_orgs,completed,date,dominant_topics,footage,how_many_vehicles,injured_number,injured_specific,kicker,killed_number,killed_specific,language,larger_context,link,location,location.1,news_type,ongoing_coverage,order_id,other,pk,potential_causes,rater,rater_notes,rationalized_causes,rationalized_topics,relevance_ranking,report_type,reporter,responsible,road_crash_liable,show,solutions_discussed,source,specific_incident,statistics,statistics_scope,survey,time_od_day,title,tone,transport_categories,vehicle_type
2014-02-06,,killed:2,,"CEBU CITY Two graduating high school students were killed while four others were badly injured on Thursday afternoon in a vehicular accident at a town in Cebu. The accident at Barangay (village) Poblacion, Boljoon town, about 103 kilometers south of here, claimed the lives of Judy Ann Lomera, 17, a resident of the village, who died on the spot from severe head injuries, andChristy Marie Estella, 18, who died at the hospital in Cebu City in the evening. Both were fourth year students at the Boljoon National High School and were supposed to graduate this March. Wounded were Joanne Marie Romero, 16 and 4th year students at the Boljoon National High School; and Melissa Mendez, 14, her cousin Kynth Marie Mendez, 14 and Nice Ancheta, 15, all sophomore students of the same school. The driver, Al-Dhinier Sanaani, 26 and a medical representative, was detained at the police detention cell pending the filing of reckless imprudence resulting to homicide and multiple physical charges. Sanaani and Kristine Joyce Batucan, 26, both medical representatives of Menarini Philippines Inc., were heading home to Cebu City after delivering medicines in Dumaguete City in Negros Oriental. The car was owned by Batucan but Sanaani drove the vehicle because she was not feeling well. Senior Police Officer 3 Roderick Roma, investigator at the Boljoon Police station, said the car was running at a speed of between 70 and 80 kilometers per hour when Sanaani suddenly realized that the vehicle was at the edge of the road and was only about two meters away from the right railings of Lusapon Bridge along the national highway. Roma said Sanaani immediately swerved the vehicle to the left but the car hit the students who were walking home from school about 4 p.m. The girls were thrown off the bridge and fell about 13 meters below. The car rammed into the railings and turned turtle. Sanaani and Batucan suffered minor injuries. Lomera, Romero and Estella landed on the boulder at the side of the river. The three other girls fell on the riverbank. Lomera died on the spot. Most of the victims were unconscious when they were brought to the municipal health center before they were transferred to hospital in Cebu City. RELATED STORY",Jhunnex Napallacan,"10:50 PM | Thursday, February 6th, 2014",Philippine National Police,yes,2014-02-06 00:00:00,road crashes,,2.0,6.0,"name: Joanne Marie Romero; age: 16; profession: student; condition: critical; ridergroup: car passenger; /
name: Melissa Mendez; age: 14; profession: student; condition: critical; ridergroup: car passenger;  /
name: Kynth Marie Mendez; age: 14; profession: student; condition: critical; ridergroup: car passenger; /
name: Nice Ancheta; age: 15; profession: student; condition: critical; ridergroup: car passenger; /
name: Al-Dhinier Sanaani; age: 26; profession: medical representative; ridergroup: car driver; condition: minor injury; /
name: Kristine Joyce Batucan; age: 26; profession: medical representative; ridergroup: car driver; condition: minor injury; /",,2.0,"name: Judy Ann Lomera; age: 17; residence: Barangay Poblacion, Boljoon; profession: student; condition: dead on spot; /
name: Christy Marie Estella; age: 18; profession: student; /",english,no,http://newsinfo.inquirer.net/574876/2-graduating-high-school-students-killed-as-car-careens-off-road-in-cebu-town,"Cebu, Boljoon, Barangay Poblacion","cebu, cebu city, dumaguete",text,,549.0,,2122.0,speeding,candice,Medical rep drivers were detained pending the filing of charges for reckless imprudence resulting to homicide,driver related,road crash incident,5.0,Straight News,,,,,,inquirer,yes,no,,,afternoon,2 graduating high school students killed as car careens off road in Cebu town | Inquirer News,Neutral,Private use vehicle,car
2014-02-05,,,,"MANILA, PhilippinesAfter regulating the entry of buses to ease traffic, the city of Manila is imposing an expanded truck ban starting next week, a measure affecting the cargo moving business while promising relief to other motorists and commuters. Before the ban could even take effect, the head of a truckers organization warned of dire economic consequences, saying its proponents at City Hall were committing political suicide by undermining port operations in the city itself. Starting Monday, Feb. 10, eight-wheel trucks and vehicles with gross weight above 4,500 kilograms are barred from using Manila roads from 5 a.m. to 9 p.m. Thats a total of 16 hours, or seven hours longer than the previous ban. They can operate only from 9 p.m. to 5 a.m.and only on designated truck routes. On Sundays and holidays, they can take these routes anytime of the day. Trucks carrying perishable goods and petroleum products are exempted from the ban, as well as vehicles used for government projects. Vehicles that need to deliver construction materials outside the truck routes should seek permission from the Manila Traffic and Parking Bureau. Violators must pay a P5,000 fine or their vehicles will be impounded. An ordinance calling for the daytime ban was signed Wednesday by former President and now Manila Mayor Joseph Estrada, who said he would be ready to face any resistance. I might wear my fatigue uniform again, Estrada said, referring to the military outfit he wore in August last year when he confronted defiant drivers who tried to enter the city despite the bus ban. A separate, metrowide truck ban is imposed by the Metropolitan Manila Development Authority (MMDA), from 6 a.m. to 10 a.m. and from 5 p.m. to 10 p.m, every day except Sundays and holidays. Councilor Manuel Zarcal, the main proponent of the new ban in Manila, said the previous ban was from 6 a.m. to 9 a.m. and 3 p.m. to 9 p.m. With the implementation of a longer ban, additional truck routes were designated, he said. Vice Mayor Francisco Isko Moreno Domagoso warned truckers against staging a protest by blocking roads with their vehicles. We are coordinating with all towing companies in Metro Manila to accommodate 4,000 (impounded) trucks, he said. Thats about the number of trucks passing through the city daily, he said. In July 2013, the truckers group Aduana Business Club Inc. (ABCI) protested a law on overloading by forming a caravan on Roxas Boulevard. Though the action was directed at the Department of Public Works and Highways, the resulting traffic jam drew the ire of Estrada, who warned the group not to do it again. Domagoso maintained that proper consultations on the ordinance were held with various stakeholders through public hearings and a traffic summit. Reached for comment, ABCI president Mary Zapata called the new ban a form of political suicide on the part of its proponents and a bane to a country heavily dependent on imports. If the trucks stop, the economy will stop, Zapata told the Inquirer. If delivery (hours) for cargo are shortened, there will be congestion at the port. Who operates at nighttime to accommodate deliveries? The factories that will receive the cargo, the shipping linesthey will not accommodate our transactions, she said. Zapata said various trucking companies voiced their opposition to the new ban during the first hearing conducted by the council. They would meet among themselves this Monday to plan their next step, she said. If (the city government is) decided on implementing this, we will ask the trade and transportation departments and Malacaang to step in, she added. RELATED STORIES",Erika Sauler,"3:16 PM | Wednesday, February 5th, 2014","City Government of Manila, Aduana Business Club Inc ABCI",yes,2014-02-05 00:00:00,"enforcement of existing lawsordinances,truck ban",,,,,,,,english,,http://newsinfo.inquirer.net/574278/city-of-manila-to-enforce-citywide-truck-ban-starting-monday,,"metro manila, manila, roxas",text,,476.0,,2249.0,,candice,,,traffic enforcement and violations,5.5,Straight News,,,,,,inquirer,no,,,,,Manila truck ban pits Estrada vs business org | Inquirer News,Neutral,,
2014-02-08,,,Transport sector leaders,"MANILA, Philippines  The bus that fell off a ravine in Bontoc, Mountain Province and killed 14 passengers may have had loose brakes, according to the preliminary investigation of the Land Transportation Franchising and Regulatory Board (LTFRB). In a phone interview with INQUIRER.net Saturday, LTFRB chair Winston Ginez quoted the conductor as saying the bus had loose brakes. The conductor was reported to have jumped out of the bus before it lost its brakes and fell off a 100-meter ravine early Friday morning. According to our preliminary investigation, the bus lost control due to loose brakes, Ginez said in Filipino. The LTFRB has ordered a preventive suspension for 30 days on the 228 buses of G.V. Florida Transport after it was found out that the ill-fated bus was issued with a license plate that belonged to another bus to make it appear it could be used as a hired vehicle. The board also found out that the bus was authorized under the name of Norberto Cue, who had not filed an approval for the sale and transfer to Florida Transport. This means that the Florida Transport was not authorized to operate the bus, LTFRB said. Among those killed were comedian Arvin Tado Jimenez, musician David Sicam, visual artist Gerard Baja, and 11 others. Meanwhile, 32 were injured including the driver and the conductor. The crash came more than a month after a Don Mariano Transit bus fell off the Skyway near Bicutan crashed onto a van below. The accident killed 19, including the bus driver. RELATED STORIES",,"3:46 PM | Saturday, February 8th, 2014",LTFRB,yes,2014-02-08 00:00:00,road crashes,,,,,,,,english,yes,http://newsinfo.inquirer.net/575610/bontoc-bus-crash-may-have-beeen-caused-by-loose-brakes-ltfrb-chair,,mountain province,text,#donmarianoskyway #bontocbustragedy,290.0,,826.0,loss of brakes,mavie,,vehicle related,traffic enforcement and violations,6.0,Straight News,,,,,,inquirer,yes,,,,,Bontoc bus crash may have been caused by loose brakesLTFRB chair | Inquirer News,Neutral,,
2014-02-06,,hurt:4 killed:1,,"CITY OF SAN FERNANDO, Philippines  A man was killed while his four companions were hurt when their vehicle fell from a bridge of the Subic-Clark-Tarlac Expressway (SCTEx) in Porac town in Pampanga province early Thursday morning. Francisco Dagohoy, media relations officer of the SCTEx and North Luzon Expressway (NLEx) management, said the man died while being taken to the Mabalacat District Hospital in Mabalacat City. Dagohoy said the groups Nissan Frontier (plate number BCG 865) was cruising the SCTExs northbound lane when it fell from the Pasig-Potrero Bridge at 3:42 a.m. Dagohoy said it was not clear if the lone fatality was driving the vehicle because he was found on the front passenger seat when the SCTEx emergency and rescue team extricated him. His four companions were taken to a hospital in Angeles City. Dagohoy said police have started investigating the cause of the accident. He said the accident happened past the damaged approach of the bridge. A temporary steel bridge reinforced that damaged portion. RELATED STORIES",Tonette Orejas,"1:34 PM | Thursday, February 6th, 2014",SCTEX and NLEX Management,yes,2014-02-06 00:00:00,road crashes,,1.0,,ridergroup: passenger * 4/,,1.0,ridergroup: passenger; gender: male; age: adult; hospital: Macabalat District Hospital; /,english,no,http://newsinfo.inquirer.net/574672/1-killed-4-hurt-as-car-falls-from-sctex-bridge,"Pampanga, Porac, SCTEX","pampanga, porac, angeles, tarlac, mabalacat",text,,856.0,,309.0,,pia,,,road crash incident,4.5,Straight News,,,,,,inquirer,yes,no,,,morning,"1 killed, 4 hurt as car falls from SCTEx bridge | Inquirer News",Neutral,Private use vehicle,SUV Nissan Frontier
2014-02-07,,nasawi:1,," Kabilang ang komedyanteng si Arvin Jimenez, mas kilala sa showbiz bilang si Tado, sa 14 katao na nasawi sa nahulog na bus sa in Mountain Province nitong Biyernes ng umaga.  Ayon kay Senior Superintendent Oliver, hepe ng Mountain Province police, mahigit 40 pasahero ang sakay ng Florida Trans Bus (TXT 872) nang mahulog ang sasakyan sa bangin na may lalim na 100 hanggang 120 metro.  Naganap ang aksidente dakong 7:20 a.m. sa Sitio Paggang, Barangay Talubin, Bontoc.  Sa isang ulat ng dzBB radio, sinabing ang bus ay galing sa Sampaloc, Manila at papuntang Bontoc.  Dinala naman sa ospital ang 29 na iba pang nasugatan sa aksidente kabilang ang drayber at konduktor ng bus.  Nawalan umano ng preno ang bus kaya nahulog sa bangin. Natanggal din ang bubungan ng sasakyan.  Sa hiwalay na ulat ng GMA news ""24 Oras,"" sinabing naging mahirap ang pagkuha sa mga biktima ng sakuna dahil sa malalim ang lugar na pinagbagsakan ng bus.  Sinabi rin sa naturang ulat na kabilang si Tado sa mga nasawi. Sa ng organisasyong DAKILA, samahan ng mga alagad ng sining kung saan kabilang si Tado sa mga nagtatag, kinumpirma nila na kasama ang komedyante sa mga nasawi sa sakuna.  ""As of 4:30PM today, we have confirmed that Arvin ""Tado"" Jimenez, one of the founding members of Dakila, is one of the casualties of the Bontoc bus accident. He is survived by his wife and four children. We will be posting details about the wake as soon as we have coordinated with the family. Thank you,"" nakasaad sa post ng Dakila. Sa isa pang post ng Dakila, inihayag ng grupo na umakyat si Tado sa Mt Province para sa ginagawa nitong proyekto na ""40 Mountains Project."" Samantala, bumuhos naman ang mga nagpaabot ng pakikiramay kay Tado sa pamamagitan ng kaniyang Twitter at  Sa kaniyang Twitter account, nakapagpost pa si Tado ng larawan ng isang Florida bus at nilagyan niya ito ng caption na ""Long trip, as in trip trip."" Hindi malinaw kung ang bus sa larawan ang siya ring bus nasangkot sa naaksidente dahil hindi kita ang plaka nito. Pero makikita sa harapan ng bus ang rutang ""Bontoc at Banaue."" Samantala, nag-upload din si Tado ng isang larawan nitong Huwebes, na makikitang nilalagyan siya ng make-up at nilagyan niya ito ng caption na, North o South.... cemetery?  Magmarka ang paraan ng pagpapatawa ni Tado, 39-anyos, sa mga manonood dahil sa manipis niyang pangangatawan, suot na malaking salamin at mahabang buhok.  Bukod sa pagiging komedyante, aktibista rin si Tado, radio personality at negosyante.  Nagtapos siya ng kolehiyo sa Polytechnic University of the Philippine sa kursong psychology, at naninirahan ngayon sa Marikina.  Napanood din si Tado sa ilang programa sa GMA tulad ng ""Day Off"", ""Game"", ""Laugh to Laugh"", ""Kaya ng Powers"", at naipalabas din ang kaniyang buhay sa GMA News TV's Tunay Na Buhay.  Sa nabanggit na programa kung saan host si Rhea Santos, ibinahagi ni Tado ang kaniyang prized possession na 1967 Volkswagen Deluxe.  Isinilang si Tado sa Baybay, Leyte noong March 24, 1974, pero lumaki sa Nueva Ecija.  Dahil lumaki sa hirap, nagpursige si Tado na umangat sa buhay sa pamamagitan ng pag-aaral at sumabak sa iba't ibang trabaho hanggang sa makapasok sa showbiz.  Binalak din niya na pasukin ang pulitika pero nabigo nang matalo sa pagtakbong konsehal sa Marikina noong 2013 elections.  Sa programang ""Tunay Na Buhay,"" natatawang sinabi ni Tado na gusto niyang maging presidente ng bansa at tatakbo siya sa nabanggit na posisyon sa 2021.  Nang tanungin ni Rhea kung ano ang aral ng tunay na buhay ni Tado, tugon niya: ""Yung tunay na buhay pala ay manatiling kang buhay. Kasi kapag hindi ka...wala ka dun sa agos, yung iniisip mo na tunay na buhay ay magiging ilusyon na lang.""  Naulila ni Tado ang kaniyang misis na si Lei at ang kanilang apat na anak. -- ",,,,yes,2014-02-07 00:00:00,"road crashes,follow up article on road crash victims",,,,,,,,english,no,http://www.gmanetwork.com/news/story/347469/showbiz/chikaminute/komedyanteng-si-tado-kabilang-sa-mga-nasawi-sa-bus-accident-sa-mt-province,,"marikina, leyte, mountain province, manila",text,#bontocbustragedy,648.0,,2526.0,,candice,Article focused on identification of Tado as a victim of the Bontoc bus tragedy and became a profile or human interest piece on him.,,road crash incident,5.0,Straight News,,,,,,gmanetwork,yes,,,,,"Komedyanteng si Tado, kabilang sa mga nasawi sa bus accident sa Mt. Province | Showbiz | GMA News Online",,,
2014-02-08,,,,"Wala raw kaukulang permiso para kumuha ng mga pasahero ang naaksidenteng bus sa Bontoc, Mountain province kung saan 14 katao ang nasawi kabilang ang komedyanteng si Arvin ""Tado"" Jimenez.  Sa ulat ng GMA News ""Saksi"" nitong Biyernes, sinabing lumabas sa pagsusuri ng Land Transportation Franchising and Regulatory Board, na nakarehistro ang plate number ng naaksidenteng Florida bus sa Mountain Province Cable Tours, na pag-aari ng isang Norberto Que Sr. Sinabi sa ulat na ang nabanggit na plate number ay ipinatong lang umano sa nasabing Florida bus para makabiyahe. Ngunit iginiit ng LTFRB na hindi nila aprubado ang ginawang paglilipat ng pagmamay-ari ng nasabing plate number sa G.V. Florida Transport Incorporated kaya hindi rin umano awtorisado bus na bumiyahe para magsakay ng mga pasahero.  Dahil sa nangyari, sinuspindi na ang mahigit 200 bus ng Florida at ang 10 bus ng Mountain Province Cable Tours. Pinagpapaliwanag din ng LTFRB ang dalawang kumpanya ng bus kung bakit 'di dapat suspindihin o kanselahin ang kanilang mga prangkisa. Sinusubukan umano ng GMA News na makuha ang panig ng Florida Bus at Mountain Province Cable Tours kaugnay sa suspensyon. -- ",,,,yes,2014-02-08 00:00:00,enforcement of existing lawsordinances,,,,,,,,tagalog,,http://www.gmanetwork.com/news/story/347577/ulatfilipino/balitangpinoy/bus-na-sinakyan-ni-tado-kolorum-plaka-ng-bus-ng-florida-galing-sa-ibang-bus,,mountain province,text,#bontocbustragedy,508.0,,711.0,,candice,,,road crash incident,5.0,Straight News,,,,,,gmanetwork,yes,no,,,,"Bus na sinakyan ni Tado, kolorum?; plaka ng bus ng Florida, galing sa ibang bus | Ulat Filipino | GMA News Online",Neutral,,
2014-02-09,,killed:1,,"Five people died after a passenger jeepney carrying 33 people fell into a roadside canal in Baay-Licuan town in Abra province on Saturday evening, a local police official said Sunday, just two days after 14 people were killed in a bus accident also in northern Luzon. Supt. Davy Vicente Limmong of the Cordillera Regional Police Office said the accident occurred at about 6 p.m. in Sitio Balitungan, Barangay Nalbuan. One of the fatalities was declared dead upon arrival at the hospital while the four others died while being treated, Limmong said. Citing an initial police report, he said the jeepney (AYG 368) driven by Victor Gallotan Pacio, was coming from Barangay Nalbuan's Sitio Baquero and heading downhill towards Brgy. Mapisla. While negotiating a sharp curve, its brakes malfunctioned. Out of control, the vehicle fell into a canal and flipped on its side, Limmong said. One Melba Millare was declared dead upon arrival at a hospital. Slomen Colangan, Veronica Tucio, Noreen Tugadi, and Dimple Tugadi were declared dead while undergoing treatment, he added. Moreover, he said nine of those wounded were taken to the Abra Christian Hospital and eight others were rushed to the Seares Memorial Hospital. Authorities are investigating the cause of the accident, Limmong said. Saturday's road crash happened a day after over a hundred meters into a ravine in Bontoc, Mountain Province on Friday morning. Among the 14 killed were comedian Arvin ""Tado"" Jimenez, Solar News executive Bam Morillo, musician David Sicam, visual artist Gerard Baja. ",,,Philippine National Police,yes,2014-02-09 00:00:00,road crashes,,1.0,17.0,"ridergroup: jeepney passengers; natureofinjury: jeepney fell into a roadside canal; hospital: Abra Christian Hospital, Seares Memorial Hospital; /",,5.0,"name: Melba Millare; gender: female; ridergroup: jeepney passenger; causeofdeath: jeepney fell into a roadside canal; condition: dead on arrival; /
name: Slomen Colangan; gender: male; ridergroup: jeepney passenger; causeofdeath: jeepney fell into a roadside canal; condition: died while undergoing treatment; /
name: Veronica Tucio; gender: female; ridergroup: jeepney passenger; causeofdeath: jeepney fell into a roadside canal; condition: died while undergoing treatment; /
name: Noreen Tugadi; gender: female; ridergroup: jeepney passenger; causeofdeath: jeepney fell into a roadside canal; condition: died while undergoing treatment; /
name: Dimple Tugadi; gender: female; ridergroup: jeepney passenger; causeofdeath: jeepney fell into a roadside canal; condition: died while undergoing treatment; /",english,yes,http://www.gmanetwork.com/news/story/347665/news/regions/five-people-killed-in-abra-road-crash,"Abra, BaayLicuan Town, Sitio Balitungan, Barangay Nalbuan","mountain province, abra",text,#abracrash,288.0,,1653.0,loss of brakes,mavie,The jeepney driver's name is Victor Gallotan Pacio. No liability was indicated.,vehicle related,road crash incident,6.0,Straight News,,,,,,gmanetwork,yes,no,,,6:00 PM,Five people killed in Abra road crash | News | GMA News Online,Neutral,Public utility vehicle,jeepney
2014-02-09,,dead:5,,"BAGUIO CITY, Philippines  Five people were killed when an overloaded jeepney lost its brakes and fell into a meter-deep ditch in Licuan-Baay town in Abra province on Saturday night, an official of the Department of Transportation and Communication said on Sunday. The accident came a day after a bus fell into a ravine in Bontoc town in Mt. Province, which killed 14 people and injured 32 others. Celina Claver, DOTC Cordillera director, received the report on the Abra accident on Sunday as she prepared to proceed to Bontoc to investigate the bus accident. The Office of Civil Defense (OCD) in the Cordillera region said the jeepney (plate number AYG 358) was ferrying 57 passengers, some of them atop the vehicles roof, when its brakes malfunctioned as it negotiated a sharp curve in Sitio (sub-village) Baquero, Barangay (village) Nalbuan in Licuan-Baay at 6:05 p.m. The jeepney crashed into a ditch, killing two girls, two women and a man, the OCD said. Before the accident, the passengers who were beneficiaries of governments conditional cash transfer program, attended an assembly at the Licuan-Baay town hall. They were on their way to Barangay Mapisla when the accident happened, OCD reports said. RELATED STORIES",Vincent Cabreza,"4:09 PM | Sunday, February 9th, 2014",Department of Transportation and Communication,yes,2014-02-09 00:00:00,road crashes,,1.0,,,,5.0,"ridergroup: jeepney passenger; gender: female; /
ridergroup: jeepney passenger; gender: female; /
ridergroup: jeepney passenger; gender: female; /
ridergroup: jeepney passenger; gender: female; /
ridergroup: jeepney passenger; gender: male; /",english,no,http://newsinfo.inquirer.net/575902/5-dead-as-overloaded-jeepney-falls-into-ditch-in-abra,"Abra, LicuanBaay, Sitio Baquero, Barangay Nalbuan","baguio, abra",text,#abracrash,412.0,,660.0,loss of brakes,candice,,vehicle related,road crash incident,5.5,Straight News,,,,,,inquirer,yes,no,,,6:05 PM,5 dead as overloaded jeepney falls into ditch in Abra | Inquirer News,Neutral,Commercial use,jeepney
2014-02-10,liable party: bus driver; name: Edgar Renon; liability: multiple homicide and physical injuries; status: facing charges / ,,Transport sector leaders," A faulty emergency brake and the absence of an exhaust brake. These were among the defects investigators found on the ill-fated passenger bus that plunged into a ravine last Friday in Bontoc, Mt. Province, killing 14 people and injuring 32 others. A report on GMA News TV's ""Balita Pilipinas"" on Monday said investigators ruled that the accident was caused by mechanical failure after they went to the crash site and inspected the bus. The investigating team was composed of local police and mechanics from the auto equipment inspection of the Department of Public Works and Highways (DPWH), the report said. The report said the mechanics first checked the engine and the lower part of the bus, which remained intact except for the disaligned wheels. Further inspection, however, showed that there was a problem with the emergency brake. The mechanics also discovered that the busowned and operated by GV Floridahad no exhaust brake. An exhaust brake closes off the exhaust manifold from the engine through a valve, creating huge amounts of backpressure in the cylinders, which then slows the pistons down and eventually slows the engine down. An emergency brake, meanwhile, helps prevent rollback when starting on a hill or steep area. It is not powered by hydraulics and independent of the service brakes used to slow and stop vehicles. The report said investigators saw skid marks at the portion of the Banaue-Bontoc national highway where the bus came, proof that its brake failed. The bus was plying the highway from Banaue going to Kalinga when the mechanical problem occurred. The tires also exploded when it caught a protruding steel from the gutter of the highway. The report said bus driver Edgar Renon admitted that he had a problem with the brakes, although he denied that he was sleepy when the accident happened. Charges of multiple homicide and physical injuries will be filed against Renon, who is still recuperating in the hospital, the report said. Lawyer Alex Versoza, lead counsel for the bus company, earlier said the accident was not caused by faulty brakes, but by human error. He said the bus had a braking system designed to automatically stop the vehicle in case the brakes fail. [Dahil sa] technology na Maxi Brake, hindi mawawalan ng preno ['yung bus], kasi 'yung technology na yan, 'pag nagka-depekto, ila-lock nung mekanismo 'yung brake at titigil 'yung bus, Verzosa said. The lawyer said the existence of the braking system disproves the theory that the bus fell down a ravine in Bontoc, Mountain Province because it lost its brakes. Hindi tugma, technically, yung sinasabi ng iba na nawalan ng preno [yung bus], he said. Verzosa said the accident was most likely caused by the bus driver miscalculating the sharpness of the roads curve because of heavy fog. Its a one-lane road at super kapal daw 'yung fog early in the morning. Nagkaroon ng miscalculation doon sa kurbada, he said. The Land Transportation and Franchising Regulatory Board (LTFRB) has imposed a 30-day preventive suspension on all 228 buses in the Florida Transport fleet. The units also underwent roadworthiness testing. In an interview with News To Go Monday, LTFRB executive director Roberto Cabrera admitted they were not able to inspect the buses of GV Florida. Before nangyari ito, umiikot na yung LTFRB sa iba pang terminal. Napakarami lang po, inabot lang po kami. Hindi pa namin na-inspection. Unfortunately the accident happened before we could inspect, he said. He said there will be no shortage of buses plying the Bontoc route as the agency is ready to grant special permits to other bus companies. The LTFRB is willing and able to grant special permits to other companies kung talagang may shortage ng bus na nagta-traverse sa routes na ito, para mapunuan ang pangangailangan ng publiko, he said. Meanwhile, the DPWH offices in Mt. Province and Cordillera Administrative Region denied the claim of Versoza that the accident happened when the driver avoided a road repair on the highway. Fred Siasitao, engineer II at DPWH Mt Province, told GMA News Online over the phone that no road construction project was ongoing in the area. In a separate phone interview, Juliet Aban, public information officer at DPWH CAR, confirmed Siasitao's statement, adding if there was road construction in the area, there would have been warning signs telling the drivers to slow down. Nung last na na-inspection ko yung lugar [ay] konkreto 'yun, walang lubak, maganda 'yung kalsada, she said. She added that the part of the highway where the incident happened was not an accident prone area.  ",Amita Legaspi,,"LTFRB, DPWH",yes,2014-02-10 00:00:00,"road crashes,followup report on the cause of the crash",,1.0,32.0,name: Edgar Renon; gender: male; profession: bus driver; medicalcondition: recuperating at a hospital / ,,14.0,,english,yes,http://www.gmanetwork.com/news/story/347815/news/nation/probers-florida-bus-crash-caused-by-mechanical-failure,"Mt Province, Bontoc","kalinga, mountain province",text,#bontocbustragedy,117.0,,264.0,"poor visibilitylack of lighting,loss of brakes,burst tires",mavie,,"road related, tire related, vehicle related",road crash incident,6.5,Straight News,,,,,stricter public transport franchise regulation,gmanetwork,yes,no,,,Morning,Probers: Florida bus crash caused by mechanical failure | News | GMA News Online,Neutral,Public utility vehicle,bus
2014-02-09,,,,"MANILA -- The Land Transportation Franchising and Regulatory Board (LTFRB) on Sunday started confiscating the license plates of the bus units owned by GV Florida Transport after it was involved in an accident that killed 14 passengers, including comedian Tado Jimenez. LTFRB chairman Winston Ginez led the confiscation of license plates at the company's bus terminal in Sampaloc, Manila. GV Florida Transport owns a total of 208 bus units, but only 27 were at the Sampaloc terminal as the other buses were in different provincial terminals. The LTFRB is also checking if all the other bus units are registered. The 27 bus units will be brought to the Land Transportation Office (LTO) for a road worthiness test, while the drivers will undergo a drug test and seminar. Ginez added that they will try to give their decision on the case before the 30-day preventive suspension on the company ends. The agency is investigating reports that the bus involved in the accident is not registered under the company, as it is owned by Mt. Province Cable Tours. Atty. Alexander Versoza, GV Florida Transport's legal counsel, admitted that the bus is indeed owned by Norberto Que Sr. of Mt. Province Cable Tours. He added, however, that GV Florida has already bought it and that the transfer of ownership is still being processed by the LTFRB. Versoza added that they know that what they did is illegal, but they still have to provide service to passengers, otherwise, they will be charged with abandonment. GV Florida Transport bought 10 bus units from Mt. Province Cable Tours. The company is also in the process of buying more bus units from Dangwa Tranco and Dagupan Bus. The company assured the public that they will face all charges that will be filed against them.","-- report from Dennis Datu, dzMM",ABS-CBNnews.com,,yes,2014-02-09 00:00:00,enforcement of existing lawsordinances,,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/02/09/14/ltfrb-confiscates-florida-bus-license-plates,,"dagupan, manila",text,#bontocbustragedy,465.0,,614.0,,candice,,,traffic enforcement and violations,5.5,Straight News,,,,,,abs-cbnnews,yes,no,,,,LTFRB confiscates Florida bus license plates,Neutral,,
